,0
cdr3:5A,0.009640666082383873
cdr3:5C,0.9903593339176161
cdr3:5hydrophobicity,1.246625766871166
cdr3:5weight,1.2085082383874293
cdr3:5sulfur,0.9903593339176161
cdr3:6A,0.1021034180543383
cdr3:6C,0.8926380368098159
cdr3:6S,0.0052585451358457495
cdr3:6hydrophobicity,1.2055872042068374
cdr3:6weight,1.1780103856266915
cdr3:6sulfur,0.8926380368098159
cdr3:7A,0.7883435582822086
cdr3:7C,0.1831726555652936
cdr3:7S,0.02848378615249781
cdr3:7hydrophobicity,0.9270815074496488
cdr3:7weight,0.9542008764242255
cdr3:7sulfur,0.1831726555652936
cdr3:8A,0.9325153374233128
cdr3:8C,0.015775635407537247
cdr3:8R,0.00043821209465381246
cdr3:8S,0.05127081507449606
cdr3:8charge,0.00043821209465381246
cdr3:8hydrophobicity,0.8374890446976658
cdr3:8weight,0.9045355390009212
cdr3:8sulfur,0.015775635407537247
cdr3:9A,0.9456617002629273
cdr3:9C,0.0013146362839614374
cdr3:9R,0.00043821209465381246
cdr3:9S,0.05258545135845749
cdr3:9charge,0.00043821209465381246
cdr3:9hydrophobicity,0.8307186678352635
cdr3:9weight,0.9001082383874252
cdr3:9sulfur,0.0013146362839614374
cdr3:10A,0.9439088518843121
cdr3:10R,0.00043821209465381246
cdr3:10S,0.05565293602103418
cdr3:10charge,0.00043821209465381246
cdr3:10hydrophobicity,0.8262708150745268
cdr3:10weight,0.9001774320771708
cdr3:11A,0.9276950043821209
cdr3:11I,0.0008764241893076249
cdr3:11R,0.00043821209465381246
cdr3:11S,0.0705521472392638
cdr3:11T,0.00043821209465381246
cdr3:11charge,0.00043821209465381246
cdr3:11hydrophobicity,0.8075372480280747
cdr3:11weight,0.9030617879053909
cdr3:12A,0.8475021910604733
cdr3:12I,0.003943908851884312
cdr3:12R,0.00043821209465381246
cdr3:12S,0.1446099912357581
cdr3:12T,0.0026292725679228747
cdr3:12V,0.0008764241893076249
cdr3:12charge,0.00043821209465381246
cdr3:12hydrophobicity,0.7137160385626844
cdr3:12weight,0.9171060473269472
cdr3:13A,0.2528483786152498
cdr3:13G,0.0008764241893076249
cdr3:13I,0.0052585451358457495
cdr3:13R,0.00043821209465381246
cdr3:13S,0.2322524101665206
cdr3:13T,0.0043821209465381246
cdr3:13V,0.0008764241893076249
cdr3:13W,0.5030674846625767
cdr3:13charge,0.00043821209465381246
cdr3:13hydrophobicity,-0.08074057843996285
cdr3:13weight,1.5113175723050236
cdr3:13aromatic,0.5030674846625767
cdr3:14A,0.17134092900964065
cdr3:14G,0.0013146362839614374
cdr3:14I,0.006573181419807186
cdr3:14R,0.00043821209465381246
cdr3:14S,0.2953549517966696
cdr3:14T,0.007011393514460999
cdr3:14V,0.013584574934268186
cdr3:14W,0.5043821209465381
cdr3:14charge,0.00043821209465381246
cdr3:14hydrophobicity,-0.15129272567922714
cdr3:14weight,1.5277750219106316
cdr3:14aromatic,0.5043821209465381
cdr3:15A,0.08501314636283962
cdr3:15G,0.0017528483786152498
cdr3:15I,0.008764241893076249
cdr3:15N,0.00043821209465381246
cdr3:15P,0.00043821209465381246
cdr3:15S,0.3768624014022787
cdr3:15T,0.008326029798422436
cdr3:15V,0.014022787028921999
cdr3:15W,0.5043821209465381
cdr3:15hydrophobicity,-0.25641980718667734
cdr3:15weight,1.5421244522349074
cdr3:15aromatic,0.5043821209465381
cdr3:16A,0.08501314636283962
cdr3:16G,0.0017528483786152498
cdr3:16I,0.008764241893076249
cdr3:16N,0.00043821209465381246
cdr3:16P,0.00043821209465381246
cdr3:16S,0.3773006134969325
cdr3:16T,0.007887817703768623
cdr3:16V,0.014022787028921999
cdr3:16W,0.5043821209465381
cdr3:16hydrophobicity,-0.25644171779141006
cdr3:16weight,1.5420629710780274
cdr3:16aromatic,0.5043821209465381
cdr3:17A,0.04645048203330412
cdr3:17G,0.003943908851884312
cdr3:17I,0.007887817703768623
cdr3:17N,0.00043821209465381246
cdr3:17P,0.0008764241893076249
cdr3:17S,0.41235758106923753
cdr3:17T,0.007887817703768623
cdr3:17V,0.015775635407537247
cdr3:17W,0.5043821209465381
cdr3:17hydrophobicity,-0.30425065731814754
cdr3:17weight,1.547601971954451
cdr3:17aromatic,0.5043821209465381
cdr3:18A,0.03374233128834356
cdr3:18G,0.003943908851884312
cdr3:18I,0.007887817703768623
cdr3:18N,0.00043821209465381246
cdr3:18P,0.0008764241893076249
cdr3:18R,0.0008764241893076249
cdr3:18S,0.4233128834355828
cdr3:18T,0.008764241893076249
cdr3:18V,0.015775635407537247
cdr3:18W,0.5043821209465381
cdr3:18charge,0.0008764241893076249
cdr3:18hydrophobicity,-0.32234881682735245
cdr3:18weight,1.5503639351446346
cdr3:18aromatic,0.5043821209465381
cdr3:19A,0.03242769500438212
cdr3:19E,0.00043821209465381246
cdr3:19G,0.0043821209465381246
cdr3:19I,0.0052585451358457495
cdr3:19L,0.0008764241893076249
cdr3:19N,0.00043821209465381246
cdr3:19P,0.0008764241893076249
cdr3:19Q,0.0008764241893076249
cdr3:19R,0.010517090271691499
cdr3:19S,0.41586327782646804
cdr3:19T,0.008764241893076249
cdr3:19V,0.014899211218229623
cdr3:19W,0.5043821209465381
cdr3:19charge,0.010078878177037686
cdr3:19hydrophobicity,-0.3507230499561898
cdr3:19weight,1.5570864592462996
cdr3:19aromatic,0.5043821209465381
cdr3:20A,0.02848378615249781
cdr3:20E,0.00043821209465381246
cdr3:20F,0.0008764241893076249
cdr3:20G,0.004820333041191937
cdr3:20H,0.0008764241893076249
cdr3:20I,0.0043821209465381246
cdr3:20K,0.00043821209465381246
cdr3:20L,0.0017528483786152498
cdr3:20P,0.0013146362839614374
cdr3:20Q,0.0017528483786152498
cdr3:20R,0.02147239263803681
cdr3:20S,0.9066608238387379
cdr3:20T,0.010078878177037686
cdr3:20V,0.015337423312883436
cdr3:20W,0.0013146362839614374
cdr3:20charge,0.02147239263803681
cdr3:20hydrophobicity,-0.3509421560034938
cdr3:20weight,1.0680843996494351
cdr3:20aromatic,0.0021910604732690623
cdr3:21A,0.024101665205959685
cdr3:21D,0.0013146362839614374
cdr3:21E,0.0008764241893076249
cdr3:21F,0.0008764241893076249
cdr3:21G,0.017528483786152498
cdr3:21H,0.0008764241893076249
cdr3:21I,0.0035056967572304996
cdr3:21K,0.00043821209465381246
cdr3:21L,0.003067484662576687
cdr3:21M,0.0013146362839614374
cdr3:21P,0.007887817703768623
cdr3:21Q,0.003067484662576687
cdr3:21R,0.029360210341805432
cdr3:21S,0.8921998247151621
cdr3:21T,0.010517090271691499
cdr3:21V,0.003067484662576687
cdr3:21charge,0.027607361963190184
cdr3:21hydrophobicity,-0.4035714285714137
cdr3:21weight,1.0701467572305052
cdr3:21sulfur,0.0013146362839614374
cdr3:21aromatic,0.0008764241893076249
cdr3:22A,0.024539877300613498
cdr3:22D,0.0013146362839614374
cdr3:22E,0.0021910604732690623
cdr3:22F,0.0008764241893076249
cdr3:22G,0.017528483786152498
cdr3:22H,0.0008764241893076249
cdr3:22I,0.0043821209465381246
cdr3:22K,0.00043821209465381246
cdr3:22L,0.006134969325153374
cdr3:22M,0.0013146362839614374
cdr3:22P,0.008764241893076249
cdr3:22Q,0.003943908851884312
cdr3:22R,0.030236634531113058
cdr3:22S,0.8838737949167397
cdr3:22T,0.010517090271691499
cdr3:22V,0.003067484662576687
cdr3:22charge,0.02716914986853637
cdr3:22hydrophobicity,-0.3985539000876277
cdr3:22weight,1.072711831726562
cdr3:22sulfur,0.0013146362839614374
cdr3:22aromatic,0.0008764241893076249
cdr3:23A,0.009202453987730062
cdr3:23D,0.0021910604732690623
cdr3:23E,0.0026292725679228747
cdr3:23F,0.0013146362839614374
cdr3:23G,0.017528483786152498
cdr3:23H,0.0008764241893076249
cdr3:23I,0.0021910604732690623
cdr3:23K,0.00043821209465381246
cdr3:23L,0.006134969325153374
cdr3:23M,0.0013146362839614374
cdr3:23N,0.0013146362839614374
cdr3:23P,0.009202453987730062
cdr3:23Q,0.004820333041191937
cdr3:23R,0.04382120946538125
cdr3:23S,0.8821209465381245
cdr3:23T,0.012269938650306749
cdr3:23V,0.0026292725679228747
cdr3:23charge,0.03943908851884312
cdr3:23hydrophobicity,-0.4545574057843853
cdr3:23weight,1.0856278264680193
cdr3:23sulfur,0.0013146362839614374
cdr3:23aromatic,0.0013146362839614374
cdr3:24A,0.009202453987730062
cdr3:24D,0.0035056967572304996
cdr3:24E,0.004820333041191937
cdr3:24F,0.0017528483786152498
cdr3:24G,0.017528483786152498
cdr3:24H,0.0026292725679228747
cdr3:24I,0.003067484662576687
cdr3:24K,0.00043821209465381246
cdr3:24L,0.009202453987730062
cdr3:24M,0.0013146362839614374
cdr3:24N,0.0013146362839614374
cdr3:24P,0.013146362839614373
cdr3:24Q,0.006573181419807186
cdr3:24R,0.04425942156003506
cdr3:24S,0.8637160385626643
cdr3:24T,0.011831726555652936
cdr3:24V,0.0043821209465381246
cdr3:24Y,0.0013146362839614374
cdr3:24charge,0.036371603856266435
cdr3:24hydrophobicity,-0.4519500438211946
cdr3:24weight,1.0916560473269168
cdr3:24sulfur,0.0013146362839614374
cdr3:24aromatic,0.003067484662576687
cdr3:25A,0.006134969325153374
cdr3:25D,0.009202453987730062
cdr3:25E,0.010955302366345312
cdr3:25F,0.0021910604732690623
cdr3:25G,0.021034180543382998
cdr3:25H,0.003943908851884312
cdr3:25I,0.0035056967572304996
cdr3:25K,0.0008764241893076249
cdr3:25L,0.02848378615249781
cdr3:25M,0.0026292725679228747
cdr3:25N,0.0021910604732690623
cdr3:25P,0.02848378615249781
cdr3:25Q,0.010955302366345312
cdr3:25R,0.03943908851884312
cdr3:25S,0.8111305872042068
cdr3:25T,0.013146362839614373
cdr3:25V,0.0043821209465381246
cdr3:25Y,0.0013146362839614374
cdr3:25charge,0.020157756354075372
cdr3:25hydrophobicity,-0.42964504820331606
cdr3:25weight,1.102524978089409
cdr3:25sulfur,0.0026292725679228747
cdr3:25aromatic,0.0035056967572304996
cdr3:26A,0.006573181419807186
cdr3:26D,0.009640666082383873
cdr3:26E,0.010517090271691499
cdr3:26F,0.0021910604732690623
cdr3:26G,0.02147239263803681
cdr3:26H,0.003943908851884312
cdr3:26I,0.0035056967572304996
cdr3:26K,0.0008764241893076249
cdr3:26L,0.028045574057843997
cdr3:26M,0.0026292725679228747
cdr3:26N,0.0021910604732690623
cdr3:26P,0.02322524101665206
cdr3:26Q,0.009640666082383873
cdr3:26R,0.03943908851884312
cdr3:26S,0.8163891323400526
cdr3:26T,0.014022787028921999
cdr3:26V,0.0043821209465381246
cdr3:26Y,0.0013146362839614374
cdr3:26charge,0.020157756354075372
cdr3:26hydrophobicity,-0.4260736196318874
cdr3:26weight,1.1012027169150003
cdr3:26sulfur,0.0026292725679228747
cdr3:26aromatic,0.0035056967572304996
cdr3:27A,0.010955302366345312
cdr3:27C,0.0013146362839614374
cdr3:27D,0.015337423312883436
cdr3:27E,0.017528483786152498
cdr3:27F,0.006573181419807186
cdr3:27G,0.02497808939526731
cdr3:27H,0.0056967572304995615
cdr3:27I,0.009640666082383873
cdr3:27K,0.0017528483786152498
cdr3:27L,0.04163014899211218
cdr3:27M,0.0035056967572304996
cdr3:27N,0.0021910604732690623
cdr3:27P,0.03549517966695881
cdr3:27Q,0.012708150744960562
cdr3:27R,0.03155127081507449
cdr3:27S,0.2432077125328659
cdr3:27T,0.013584574934268186
cdr3:27V,0.50920245398773
cdr3:27W,0.0008764241893076249
cdr3:27Y,0.012269938650306749
cdr3:27charge,0.00043821209465381246
cdr3:27hydrophobicity,0.8832383873794781
cdr3:27weight,1.1806725679228296
cdr3:27sulfur,0.004820333041191937
cdr3:27aromatic,0.01971954425942156
cdr3:28A,0.010517090271691499
cdr3:28C,0.0013146362839614374
cdr3:28D,0.017090271691498685
cdr3:28E,0.01621384750219106
cdr3:28F,0.006573181419807186
cdr3:28G,0.02716914986853637
cdr3:28H,0.0056967572304995615
cdr3:28I,0.008764241893076249
cdr3:28K,0.0017528483786152498
cdr3:28L,0.039000876424189306
cdr3:28M,0.0035056967572304996
cdr3:28N,0.0021910604732690623
cdr3:28P,0.034618755477651184
cdr3:28Q,0.012269938650306749
cdr3:28R,0.031113058720420684
cdr3:28S,0.24408413672217352
cdr3:28T,0.013584574934268186
cdr3:28V,0.5100788781770377
cdr3:28W,0.0013146362839614374
cdr3:28Y,0.013146362839614373
cdr3:28charge,-0.00043821209465381246
cdr3:28hydrophobicity,0.8778483786152367
cdr3:28weight,1.179744916739657
cdr3:28sulfur,0.004820333041191937
cdr3:28aromatic,0.021034180543382998
cdr3:29A,0.014460999123575811
cdr3:29C,0.0013146362839614374
cdr3:29D,0.026292725679228746
cdr3:29E,0.018404907975460124
cdr3:29F,0.014460999123575811
cdr3:29G,0.020595968448729185
cdr3:29H,0.004820333041191937
cdr3:29I,0.010517090271691499
cdr3:29K,0.0026292725679228747
cdr3:29L,0.056091148115687994
cdr3:29M,0.003067484662576687
cdr3:29N,0.0026292725679228747
cdr3:29P,0.043382997370727434
cdr3:29Q,0.016652059596844872
cdr3:29R,0.03286590709903593
cdr3:29S,0.1730937773882559
cdr3:29T,0.018404907975460124
cdr3:29V,0.5131463628396143
cdr3:29W,0.004820333041191937
cdr3:29Y,0.022348816827344433
cdr3:29charge,-0.009202453987730062
cdr3:29hydrophobicity,0.9157099035933228
cdr3:29weight,1.2095046012269492
cdr3:29sulfur,0.0043821209465381246
cdr3:29aromatic,0.04163014899211218
cdr3:30A,0.013584574934268186
cdr3:30C,0.0013146362839614374
cdr3:30D,0.026292725679228746
cdr3:30E,0.018404907975460124
cdr3:30F,0.014460999123575811
cdr3:30G,0.020595968448729185
cdr3:30H,0.004820333041191937
cdr3:30I,0.010955302366345312
cdr3:30K,0.0026292725679228747
cdr3:30L,0.056091148115687994
cdr3:30M,0.003067484662576687
cdr3:30N,0.003067484662576687
cdr3:30P,0.04294478527607362
cdr3:30Q,0.017090271691498685
cdr3:30R,0.03286590709903593
cdr3:30S,0.1730937773882559
cdr3:30T,0.018404907975460124
cdr3:30V,0.5131463628396143
cdr3:30W,0.004820333041191937
cdr3:30Y,0.022348816827344433
cdr3:30charge,-0.009202453987730062
cdr3:30hydrophobicity,0.914723926380352
cdr3:30weight,1.21001354075368
cdr3:30sulfur,0.0043821209465381246
cdr3:30aromatic,0.04163014899211218
cdr3:31A,0.020595968448729185
cdr3:31C,0.0013146362839614374
cdr3:31D,0.03768624014022787
cdr3:31E,0.02147239263803681
cdr3:31F,0.021034180543382998
cdr3:31G,0.03286590709903593
cdr3:31H,0.0035056967572304996
cdr3:31I,0.03768624014022787
cdr3:31K,0.0035056967572304996
cdr3:31L,0.05959684487291849
cdr3:31M,0.0056967572304995615
cdr3:31N,0.003067484662576687
cdr3:31P,0.03724802804557406
cdr3:31Q,0.020595968448729185
cdr3:31R,0.024101665205959685
cdr3:31S,0.08895705521472393
cdr3:31T,0.02366345311130587
cdr3:31V,0.5205959684487291
cdr3:31W,0.011393514460999123
cdr3:31Y,0.025416301489921123
cdr3:31charge,-0.03155127081507449
cdr3:31hydrophobicity,1.0328220858895487
cdr3:31weight,1.2276881244521909
cdr3:31sulfur,0.007011393514460999
cdr3:31aromatic,0.057843996494303246
cdr3:32A,0.020157756354075372
cdr3:32C,0.0013146362839614374
cdr3:32D,0.03724802804557406
cdr3:32E,0.02147239263803681
cdr3:32F,0.021034180543382998
cdr3:32G,0.03768624014022787
cdr3:32H,0.0035056967572304996
cdr3:32I,0.03768624014022787
cdr3:32K,0.0035056967572304996
cdr3:32L,0.05959684487291849
cdr3:32M,0.0056967572304995615
cdr3:32N,0.003067484662576687
cdr3:32P,0.03812445223488168
cdr3:32Q,0.020595968448729185
cdr3:32R,0.02497808939526731
cdr3:32S,0.08369851007887817
cdr3:32T,0.022787028921998246
cdr3:32V,0.521034180543383
cdr3:32W,0.011393514460999123
cdr3:32Y,0.025416301489921123
cdr3:32charge,-0.030236634531113058
cdr3:32hydrophobicity,1.0328878177037468
cdr3:32weight,1.2268120070113497
cdr3:32sulfur,0.007011393514460999
cdr3:32aromatic,0.057843996494303246
cdr3:33A,0.018843120070113933
cdr3:33D,0.03812445223488168
cdr3:33E,0.01971954425942156
cdr3:33F,0.020157756354075372
cdr3:33G,0.051709027169149865
cdr3:33H,0.0035056967572304996
cdr3:33I,0.03155127081507449
cdr3:33K,0.004820333041191937
cdr3:33L,0.06091148115687993
cdr3:33M,0.006134969325153374
cdr3:33N,0.0056967572304995615
cdr3:33P,0.5368098159509203
cdr3:33Q,0.028045574057843997
cdr3:33R,0.029360210341805432
cdr3:33S,0.06310254163014899
cdr3:33T,0.03286590709903593
cdr3:33V,0.02147239263803681
cdr3:33W,0.010955302366345312
cdr3:33Y,0.01621384750219106
cdr3:33charge,-0.02366345311130587
cdr3:33hydrophobicity,-0.4505258545135741
cdr3:33weight,1.2116547326906122
cdr3:33sulfur,0.006134969325153374
cdr3:33aromatic,0.04732690622261174
cdr3:34A,0.018843120070113933
cdr3:34D,0.03812445223488168
cdr3:34E,0.01971954425942156
cdr3:34F,0.020157756354075372
cdr3:34G,0.051709027169149865
cdr3:34H,0.0035056967572304996
cdr3:34I,0.03155127081507449
cdr3:34K,0.004820333041191937
cdr3:34L,0.06091148115687993
cdr3:34M,0.006134969325153374
cdr3:34N,0.0056967572304995615
cdr3:34P,0.5368098159509203
cdr3:34Q,0.028045574057843997
cdr3:34R,0.029360210341805432
cdr3:34S,0.06310254163014899
cdr3:34T,0.03286590709903593
cdr3:34V,0.02147239263803681
cdr3:34W,0.010955302366345312
cdr3:34Y,0.01621384750219106
cdr3:34charge,-0.02366345311130587
cdr3:34hydrophobicity,-0.4505258545135741
cdr3:34weight,1.2116547326906122
cdr3:34sulfur,0.006134969325153374
cdr3:34aromatic,0.04732690622261174
cdr3:35A,0.017528483786152498
cdr3:35D,0.03812445223488168
cdr3:35E,0.01796669588080631
cdr3:35F,0.01971954425942156
cdr3:35G,0.05433829973707274
cdr3:35H,0.0035056967572304996
cdr3:35I,0.03242769500438212
cdr3:35K,0.004820333041191937
cdr3:35L,0.06134969325153374
cdr3:35M,0.006134969325153374
cdr3:35N,0.0052585451358457495
cdr3:35P,0.535056967572305
cdr3:35Q,0.02673093777388256
cdr3:35R,0.033304119193689745
cdr3:35S,0.06529360210341806
cdr3:35T,0.03374233128834356
cdr3:35V,0.020595968448729185
cdr3:35W,0.008764241893076249
cdr3:35Y,0.015337423312883436
cdr3:35charge,-0.01796669588080631
cdr3:35hydrophobicity,-0.45284837861523913
cdr3:35weight,1.209487992988596
cdr3:35sulfur,0.006134969325153374
cdr3:35aromatic,0.04382120946538125
cdr3:36A,0.018843120070113933
cdr3:36D,0.043382997370727434
cdr3:36E,0.02147239263803681
cdr3:36F,0.014899211218229623
cdr3:36G,0.07931638913234006
cdr3:36H,0.003943908851884312
cdr3:36I,0.031989482909728306
cdr3:36K,0.004820333041191937
cdr3:36L,0.04951796669588081
cdr3:36M,0.006573181419807186
cdr3:36N,0.0056967572304995615
cdr3:36P,0.5289219982471516
cdr3:36Q,0.03374233128834356
cdr3:36R,0.026292725679228746
cdr3:36S,0.05740578439964943
cdr3:36T,0.03067484662576687
cdr3:36V,0.025854513584574933
cdr3:36W,0.008764241893076249
cdr3:36Y,0.007887817703768623
cdr3:36charge,-0.03374233128834356
cdr3:36hydrophobicity,-0.47473707274319543
cdr3:36weight,1.191110911481148
cdr3:36sulfur,0.006573181419807186
cdr3:36aromatic,0.03155127081507449
cdr3:37A,0.018843120070113933
cdr3:37D,0.043382997370727434
cdr3:37E,0.021910604732690624
cdr3:37F,0.014899211218229623
cdr3:37G,0.07449605609114812
cdr3:37H,0.003943908851884312
cdr3:37I,0.031989482909728306
cdr3:37K,0.004820333041191937
cdr3:37L,0.05521472392638037
cdr3:37M,0.006573181419807186
cdr3:37N,0.0056967572304995615
cdr3:37P,0.528045574057844
cdr3:37Q,0.03374233128834356
cdr3:37R,0.025416301489921123
cdr3:37S,0.05740578439964943
cdr3:37T,0.03155127081507449
cdr3:37V,0.025416301489921123
cdr3:37W,0.008764241893076249
cdr3:37Y,0.007887817703768623
cdr3:37charge,-0.035056967572304996
cdr3:37hydrophobicity,-0.4622699386502954
cdr3:37weight,1.1936049079754507
cdr3:37sulfur,0.006573181419807186
cdr3:37aromatic,0.03155127081507449
cdr3:38A,0.01796669588080631
cdr3:38D,0.028921998247151623
cdr3:38E,0.02322524101665206
cdr3:38F,0.008326029798422436
cdr3:38G,0.09070990359333918
cdr3:38H,0.0043821209465381246
cdr3:38I,0.0056967572304995615
cdr3:38K,0.0035056967572304996
cdr3:38L,0.04688869412795793
cdr3:38M,0.0035056967572304996
cdr3:38N,0.004820333041191937
cdr3:38P,0.5227870289219982
cdr3:38Q,0.036371603856266435
cdr3:38R,0.07230499561787905
cdr3:38S,0.05433829973707274
cdr3:38T,0.035056967572304996
cdr3:38V,0.02848378615249781
cdr3:38W,0.006134969325153374
cdr3:38Y,0.006573181419807186
cdr3:38charge,0.02366345311130587
