,0
cdr3:0A,0.07902239378648002
cdr3:0C,0.9056065855870521
cdr3:0D,6.046089807687836e-05
cdr3:0E,5.581005976327233e-05
cdr3:0F,0.0009766760458572658
cdr3:0G,0.00046508383136060273
cdr3:0H,4.6508383136060275e-06
cdr3:0I,6.046089807687836e-05
cdr3:0K,9.301676627212055e-06
cdr3:0L,0.00021858940073948328
cdr3:0M,1.3952514940818082e-05
cdr3:0N,3.2555868195242196e-05
cdr3:0P,0.00018138269423063506
cdr3:0Q,0.00014417598772178684
cdr3:0R,0.00138129897914099
cdr3:0S,0.009348185010348115
cdr3:0T,0.0003860195800293003
cdr3:0V,0.0003906704183429063
cdr3:0W,0.0009952793991116898
cdr3:0Y,0.0006464665255912378
cdr3:0charge,0.0012743296979280515
cdr3:0hydrophobicity,1.1972539125175348
cdr3:0weight,1.1869810483021996
cdr3:0sulfur,0.9056205381019928
cdr3:0aromatic,0.0026184219705601935
cdr3:1A,0.07902239378648002
cdr3:1C,0.9056065855870521
cdr3:1D,6.046089807687836e-05
cdr3:1E,5.581005976327233e-05
cdr3:1F,0.0009766760458572658
cdr3:1G,0.00046508383136060273
cdr3:1H,4.6508383136060275e-06
cdr3:1I,6.046089807687836e-05
cdr3:1K,9.301676627212055e-06
cdr3:1L,0.00021858940073948328
cdr3:1M,1.3952514940818082e-05
cdr3:1N,3.2555868195242196e-05
cdr3:1P,0.00018138269423063506
cdr3:1Q,0.00014417598772178684
cdr3:1R,0.00138129897914099
cdr3:1S,0.009348185010348115
cdr3:1T,0.0003860195800293003
cdr3:1V,0.0003906704183429063
cdr3:1W,0.0009952793991116898
cdr3:1Y,0.0006464665255912378
cdr3:1charge,0.0012743296979280515
cdr3:1hydrophobicity,1.1972539125175348
cdr3:1weight,1.1869810483021996
cdr3:1sulfur,0.9056205381019928
cdr3:1aromatic,0.0026184219705601935
cdr3:2A,0.07902239378648002
cdr3:2C,0.9056065855870521
cdr3:2D,6.046089807687836e-05
cdr3:2E,5.581005976327233e-05
cdr3:2F,0.0009766760458572658
cdr3:2G,0.00046508383136060273
cdr3:2H,4.6508383136060275e-06
cdr3:2I,6.046089807687836e-05
cdr3:2K,9.301676627212055e-06
cdr3:2L,0.00021858940073948328
cdr3:2M,1.3952514940818082e-05
cdr3:2N,3.2555868195242196e-05
cdr3:2P,0.00018138269423063506
cdr3:2Q,0.00014417598772178684
cdr3:2R,0.00138129897914099
cdr3:2S,0.009348185010348115
cdr3:2T,0.0003860195800293003
cdr3:2V,0.0003906704183429063
cdr3:2W,0.0009952793991116898
cdr3:2Y,0.0006464665255912378
cdr3:2charge,0.0012743296979280515
cdr3:2hydrophobicity,1.1972539125175348
cdr3:2weight,1.1869810483021996
